AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Richmond - 2013-04-08,East,Corporate,Richmond,2013-04-08,20680.0,13400,7.0,44.0,0.23,8.55,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID4.0752,No,,,
Richmond - 2013-04-09,East,Corporate,Richmond,2013-04-09,18672.0,13400,7.0,34.0,0.07,10.72,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID21.2443,No,,,
Richmond - 2013-04-10,East,Corporate,Richmond,2013-04-10,16903.0,13400,8.0,35.0,0.06,8.8,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID25.1982,No,,,
Richmond - 2013-04-11,East,Corporate,Richmond,2013-04-11,21715.0,13400,11.0,45.0,0.57,7.26,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID40.0188,No,,,
Richmond - 2013-04-12,East,Corporate,Richmond,2013-04-12,18779.0,13400,10.0,64.0,0.18,10.14,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID43.7348,No,,,
Richmond - 2013-04-13,East,Corporate,Richmond,2013-04-13,22361.0,13400,16.0,96.0,1.33,9.53,0.0381902229999999,In Store Credit Card Signup Discount; Spring Product Email ID0.7109,No,,2500.0,
Richmond - 2013-04-14,East,Corporate,Richmond,2013-04-14,18893.0,13400,8.0,76.0,0.8,10.37,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID9.648,No,,,
Richmond - 2013-04-15,East,Corporate,Richmond,2013-04-15,16660.0,13400,6.0,30.0,0.51,9.06,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID54.2025,No,,,
Richmond - 2013-04-16,East,Corporate,Richmond,2013-04-16,17146.0,13400,10.0,35.0,0.56,7.88,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID6.6353,No,,,
Richmond - 2013-04-17,East,Corporate,Richmond,2013-04-17,23210.0,13400,7.0,41.0,0.3,8.87,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID58.9322,No,,,
Richmond - 2013-04-18,East,Corporate,Richmond,2013-04-18,15889.0,13400,14.0,39.0,0.57,12.14,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID35.3558,No,,,
Richmond - 2013-04-19,East,Corporate,Richmond,2013-04-19,19228.0,13400,11.0,58.0,1.01,11.05,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID15.5263,No,,,
Richmond - 2013-04-20,East,Corporate,Richmond,2013-04-20,22565.0,13400,12.0,90.0,1.09,10.76,0.042555103,In Store Credit Card Signup Discount; Spring Product Email ID73.9225,No,,-4750.0,
Richmond - 2013-04-21,East,Corporate,Richmond,2013-04-21,20618.0,13400,12.0,65.0,0.83,12.61,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID6.8323,No,,,
Richmond - 2013-04-22,East,Corporate,Richmond,2013-04-22,15990.0,13400,6.0,37.0,0.48,10.62,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID30.5166,No,,,
Richmond - 2013-04-23,East,Corporate,Richmond,2013-04-23,19208.0,13400,5.0,41.0,0.57,7.42,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID28.3475,No,,,
Richmond - 2013-04-24,East,Corporate,Richmond,2013-04-24,17074.0,13400,8.0,38.0,0.41,9.78,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID53.8921,No,,,
Richmond - 2013-04-25,East,Corporate,Richmond,2013-04-25,21908.0,13400,10.0,42.0,0.3,11.15,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID52.403,No,,,
Richmond - 2013-04-26,East,Corporate,Richmond,2013-04-26,21723.0,13400,15.0,61.0,1.09,9.49,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID66.8268,No,,,
Richmond - 2013-04-27,East,Corporate,Richmond,2013-04-27,29389.0,13400,8.0,102.0,0.83,7.19,0.049642434,In Store Credit Card Signup Discount; Spring Product Email ID5.7472,No,,-11250.0,
Richmond - 2013-04-28,East,Corporate,Richmond,2013-04-28,22893.0,13400,10.0,67.0,0.73,8.33,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID39.664,No,,,
Richmond - 2013-04-29,East,Corporate,Richmond,2013-04-29,22014.0,13400,7.0,42.0,0.69,11.13,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID20.1465,No,,,
Richmond - 2013-04-30,East,Corporate,Richmond,2013-04-30,18474.0,13400,5.0,38.0,0.86,8.15,0.046784642,In Store Credit Card Signup Discount; Spring Product Email ID92.3927,No,,,
Richmond - 2013-05-01,East,Corporate,Richmond,2013-05-01,18477.0,13400,6.0,41.0,0.26,11.68,0.046784642,In Store Credit Card Signup Discount; Ready for Summer Campaign ID4.004,No,,,0.006282172
Richmond - 2013-05-02,East,Corporate,Richmond,2013-05-02,18816.0,13400,9.0,45.0,0.26,10.74,0.046784642,In Store Credit Card Signup Discount; Ready for Summer Campaign ID3.7808,No,,,
Richmond - 2013-05-03,East,Corporate,Richmond,2013-05-03,21863.0,13400,8.0,57.0,1.05,12.37,0.046784642,In Store Credit Card Signup Discount; Ready for Summer Campaign ID6.8428,No,,,
Richmond - 2013-05-04,East,Corporate,Richmond,2013-05-04,22743.0,13400,9.0,94.0,0.47,11.24,0.046784642,In Store Credit Card Signup Discount; Ready for Summer Campaign ID3.5895,No,,-4750.0,
Richmond - 2013-05-05,East,Corporate,Richmond,2013-05-05,23589.0,13400,9.0,75.0,0.66,11.36,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID22.6998,No,,,
Richmond - 2013-05-06,East,Corporate,Richmond,2013-05-06,18976.0,13400,5.0,49.0,0.63,8.86,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID27.6853,No,,,
Richmond - 2013-05-07,East,Corporate,Richmond,2013-05-07,20451.0,13400,5.0,45.0,0.22,8.4,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID29.6684,No,,,
Richmond - 2013-05-08,East,Corporate,Richmond,2013-05-08,20288.0,13400,5.0,47.0,0.66,8.36,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID33.4619,No,,,
Richmond - 2013-05-09,East,Corporate,Richmond,2013-05-09,23911.0,13400,12.0,51.0,0.35,6.45,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID27.6096,No,,,
Richmond - 2013-05-10,East,Corporate,Richmond,2013-05-10,20301.0,13400,11.0,67.0,0.66,8.63,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID36.1829,No,,,
Richmond - 2013-05-11,East,Corporate,Richmond,2013-05-11,23750.0,13400,11.0,102.0,0.82,11.05,0.055547634,In Store Credit Card Signup Discount; Ready for Summer Campaign ID52.2713,No,,2750.0,
Richmond - 2013-05-12,East,Corporate,Richmond,2013-05-12,18213.0,13400,9.0,70.0,0.51,9.28,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign ID19.1345,No,,,
Richmond - 2013-05-13,East,Corporate,Richmond,2013-05-13,18346.0,13400,5.0,29.0,0.33,9.78,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID22.8232,No,,,
Richmond - 2013-05-14,East,Corporate,Richmond,2013-05-14,20971.0,13400,6.0,35.0,0.58,8.68,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID50.2579,No,,,
Richmond - 2013-05-15,East,Corporate,Richmond,2013-05-15,23246.0,13400,7.0,45.0,0.78,9.2,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID45.5609,No,,,
Richmond - 2013-05-16,East,Corporate,Richmond,2013-05-16,20305.0,13400,9.0,54.0,0.43,7.86,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID14.2695,No,,,
Richmond - 2013-05-17,East,Corporate,Richmond,2013-05-17,24500.0,13400,9.0,80.0,0.51,9.14,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID76.1944,No,,,
Richmond - 2013-05-18,East,Corporate,Richmond,2013-05-18,26562.0,13400,11.0,103.0,0.9,6.11,0.062786754,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID25.4125,No,,250.0,
Richmond - 2013-05-19,East,Corporate,Richmond,2013-05-19,23039.0,13400,9.0,77.0,0.75,7.17,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID41.8871,No,,,
Richmond - 2013-05-20,East,Corporate,Richmond,2013-05-20,19264.0,13400,5.0,43.0,0.29,8.1,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID4.5066,No,,,
Richmond - 2013-05-21,East,Corporate,Richmond,2013-05-21,22327.0,13400,6.0,42.0,0.83,5.66,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID69.7296,No,,,
Richmond - 2013-05-22,East,Corporate,Richmond,2013-05-22,17738.0,13400,6.0,49.0,0.58,8.19,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID2.5287,No,,,
Richmond - 2013-05-23,East,Corporate,Richmond,2013-05-23,20688.0,13400,12.0,70.0,0.61,10.32,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID28.6975,No,,,
Richmond - 2013-05-24,East,Corporate,Richmond,2013-05-24,22823.0,13400,12.0,81.0,1.08,11.88,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID40.3356,No,,,
Richmond - 2013-05-25,East,Corporate,Richmond,2013-05-25,43329.0,13400,21.0,469.0,0.71,12.99,0.0583577759999999,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID101.7655,Yes,,6000.0,
Richmond - 2013-05-26,East,Corporate,Richmond,2013-05-26,36704.0,13400,25.0,311.0,0.65,12.31,0.056013089,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID94.5782,Yes,,,
Richmond - 2013-05-27,East,Corporate,Richmond,2013-05-27,43562.0,13400,20.0,321.0,0.5,16.42,0.056013089,In Store Credit Card Signup Discount; Ready for Summer Campaign; Memorial Day Email ID105.8574,Yes,,,
Richmond - 2013-05-28,East,Corporate,Richmond,2013-05-28,19662.0,13400,9.0,48.0,0.8,14.7,0.056013089,In Store Credit Card Signup Discount; ID88.397,No,,,
Richmond - 2013-05-29,East,Corporate,Richmond,2013-05-29,18976.0,13400,8.0,48.0,0.45,14.19,0.056013089,In Store Credit Card Signup Discount; ID135.5632,No,,,
Richmond - 2013-05-30,East,Corporate,Richmond,2013-05-30,22038.0,13400,9.0,45.0,0.94,8.62,0.056013089,In Store Credit Card Signup Discount; ID133.0327,No,,,
Richmond - 2013-05-31,East,Corporate,Richmond,2013-05-31,17998.0,13400,8.0,66.0,0.46,10.3,0.056013089,In Store Credit Card Signup Discount; ID88.8911,No,,,
Richmond - 2013-06-01,East,Corporate,Richmond,2013-06-01,20069.0,13400,9.0,106.0,0.35,10.28,0.056013089,In Store Credit Card Signup Discount; ID0.1301,No,,2500.0,0.02395734
Richmond - 2013-06-02,East,Corporate,Richmond,2013-06-02,25982.0,13400,9.0,81.0,1.24,11.41,0.0578621459999999,In Store Credit Card Signup Discount; ID9.6054,No,,,
Richmond - 2013-06-03,East,Corporate,Richmond,2013-06-03,19978.0,13400,6.0,53.0,0.72,9.2,0.0578621459999999,In Store Credit Card Signup Discount; ID7.1591,No,,,
Richmond - 2013-06-04,East,Corporate,Richmond,2013-06-04,19521.0,13400,6.0,49.0,0.77,10.98,0.0578621459999999,In Store Credit Card Signup Discount; ID9.4835,No,,,
Richmond - 2013-06-05,East,Corporate,Richmond,2013-06-05,24727.0,13400,6.0,52.0,0.94,9.0,0.0578621459999999,In Store Credit Card Signup Discount; ID6.0329,No,,,
Richmond - 2013-06-06,East,Corporate,Richmond,2013-06-06,22809.0,13400,15.0,55.0,0.63,10.07,0.0578621459999999,In Store Credit Card Signup Discount; ID11.7941,No,,,
Richmond - 2013-06-07,East,Corporate,Richmond,2013-06-07,18028.0,13400,8.0,66.0,1.27,10.75,0.0578621459999999,In Store Credit Card Signup Discount; ID24.8178,No,,,
Richmond - 2013-06-08,East,Corporate,Richmond,2013-06-08,27359.0,13400,11.0,105.0,0.76,12.15,0.0578621459999999,In Store Credit Card Signup Discount; ID26.0118,No,,-6000.0,
Richmond - 2013-06-09,East,Corporate,Richmond,2013-06-09,21297.0,13400,17.0,71.0,1.69,10.91,0.0596326009999999,In Store Credit Card Signup Discount; ID5.9252,No,,,
Richmond - 2013-06-10,East,Corporate,Richmond,2013-06-10,19128.0,13400,6.0,47.0,0.82,9.57,0.0596326009999999,In Store Credit Card Signup Discount; ID10.0629,No,,,
Richmond - 2013-06-11,East,Corporate,Richmond,2013-06-11,17495.0,13400,6.0,50.0,0.6,9.34,0.0596326009999999,In Store Credit Card Signup Discount; ID1.0315,No,,,
Richmond - 2013-06-12,East,Corporate,Richmond,2013-06-12,16088.0,13400,5.0,47.0,0.72,12.23,0.0596326009999999,In Store Credit Card Signup Discount; ID61.1825,No,,,
Richmond - 2013-06-13,East,Corporate,Richmond,2013-06-13,21370.0,13400,11.0,62.0,1.29,15.07,0.0596326009999999,In Store Credit Card Signup Discount; ID17.095,No,,,
Richmond - 2013-06-14,East,Corporate,Richmond,2013-06-14,25249.0,13400,9.0,69.0,1.17,10.88,0.0596326009999999,In Store Credit Card Signup Discount; ID18.9111,No,,,
Richmond - 2013-06-15,East,Corporate,Richmond,2013-06-15,21281.0,13400,15.0,108.0,0.81,11.95,0.0596326009999999,In Store Credit Card Signup Discount; ID20.2256,No,,3000.0,
Richmond - 2013-06-16,East,Corporate,Richmond,2013-06-16,18923.0,13400,8.0,62.0,0.61,9.16,0.070182492,In Store Credit Card Signup Discount; ID52.8982,No,,,
Richmond - 2013-06-17,East,Corporate,Richmond,2013-06-17,21179.0,13400,6.0,42.0,0.75,14.25,0.070182492,In Store Credit Card Signup Discount; ID87.7254,No,,,
Richmond - 2013-06-18,East,Corporate,Richmond,2013-06-18,20187.0,13400,6.0,52.0,0.78,13.83,0.070182492,In Store Credit Card Signup Discount; ID70.48,No,,,
Richmond - 2013-06-19,East,Corporate,Richmond,2013-06-19,20714.0,13400,6.0,53.0,0.62,12.74,0.070182492,In Store Credit Card Signup Discount; ID37.8644,No,,,
Richmond - 2013-06-20,East,Corporate,Richmond,2013-06-20,18649.0,13400,8.0,53.0,0.54,9.57,0.070182492,In Store Credit Card Signup Discount; ID68.4763,No,,,
Richmond - 2013-06-21,East,Corporate,Richmond,2013-06-21,20777.0,13400,9.0,73.0,1.0,11.31,0.070182492,In Store Credit Card Signup Discount; ID33.6242,No,,,
Richmond - 2013-06-22,East,Corporate,Richmond,2013-06-22,19690.0,13400,8.0,93.0,0.45,13.37,0.070182492,In Store Credit Card Signup Discount; ID4.1158,No,,-1750.0,
Richmond - 2013-06-23,East,Corporate,Richmond,2013-06-23,20854.0,13400,9.0,67.0,0.61,12.47,0.099876869,In Store Credit Card Signup Discount; ID106.9076,No,,,
Richmond - 2013-06-24,East,Corporate,Richmond,2013-06-24,19383.0,13400,5.0,50.0,0.65,12.87,0.099876869,In Store Credit Card Signup Discount; ID97.519,No,,,
Richmond - 2013-06-25,East,Corporate,Richmond,2013-06-25,18526.0,13400,7.0,47.0,0.32,13.3,0.099876869,In Store Credit Card Signup Discount; ID101.3569,No,,,
Richmond - 2013-06-26,East,Corporate,Richmond,2013-06-26,22541.0,13400,7.0,57.0,0.38,11.27,0.099876869,In Store Credit Card Signup Discount; ID121.284,No,,,
Richmond - 2013-06-27,East,Corporate,Richmond,2013-06-27,18546.0,13400,6.0,59.0,0.95,14.75,0.099876869,In Store Credit Card Signup Discount; ID62.3875,No,,,
Richmond - 2013-06-28,East,Corporate,Richmond,2013-06-28,21656.0,13400,9.0,69.0,0.37,13.72,0.099876869,In Store Credit Card Signup Discount; ID152.1192,No,,,
Richmond - 2013-06-29,East,Corporate,Richmond,2013-06-29,21778.0,13400,9.0,102.0,1.25,14.91,0.099876869,In Store Credit Card Signup Discount; ID52.901,No,,-1750.0,
Richmond - 2013-06-30,East,Corporate,Richmond,2013-06-30,22092.0,13400,8.0,88.0,1.2,15.59,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID54.2341,No,,,
Richmond - 2013-07-01,East,Corporate,Richmond,2013-07-01,20502.0,13400,4.0,62.0,0.68,14.51,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID0.3794,No,3.1,,0.026921643
Richmond - 2013-07-02,East,Corporate,Richmond,2013-07-02,22415.0,13400,6.0,70.0,0.88,16.92,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID11.9872,No,,,
Richmond - 2013-07-03,East,Corporate,Richmond,2013-07-03,18765.0,13400,7.0,76.0,0.76,14.1,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID2.8693,No,,,
Richmond - 2013-07-04,East,Corporate,Richmond,2013-07-04,23283.0,13400,12.0,90.0,0.97,14.85,0.1292791469999999,July In Store Credit Card Signup Discount; ID19.7314,No,,,
Richmond - 2013-07-05,East,Corporate,Richmond,2013-07-05,23152.0,13400,10.0,99.0,1.11,16.28,0.1292791469999999,July In Store Credit Card Signup Discount; ID16.608,No,,,
Richmond - 2013-07-06,East,Corporate,Richmond,2013-07-06,28530.0,13400,9.0,119.0,1.35,15.34,0.1292791469999999,July In Store Credit Card Signup Discount; ID28.3698,No,,3750.0,
Richmond - 2013-07-07,East,Corporate,Richmond,2013-07-07,19292.0,13400,10.0,86.0,0.65,11.37,0.137019061,July In Store Credit Card Signup Discount; ID15.612,No,,,
Richmond - 2013-07-08,East,Corporate,Richmond,2013-07-08,18892.0,13400,6.0,62.0,0.8,13.18,0.137019061,July In Store Credit Card Signup Discount; ID33.6574,No,,,
Richmond - 2013-07-09,East,Corporate,Richmond,2013-07-09,21997.0,13400,7.0,63.0,0.83,12.77,0.137019061,July In Store Credit Card Signup Discount; ID61.1676,No,,,
Richmond - 2013-07-10,East,Corporate,Richmond,2013-07-10,19115.0,13400,6.0,66.0,0.73,11.78,0.137019061,July In Store Credit Card Signup Discount; ID30.0926,No,,,
Richmond - 2013-07-11,East,Corporate,Richmond,2013-07-11,22907.0,13400,5.0,64.0,1.01,14.11,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID33.2649,No,,,
Richmond - 2013-07-12,East,Corporate,Richmond,2013-07-12,19957.0,13400,8.0,76.0,0.99,13.46,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID79.1718,No,,,
Richmond - 2013-07-13,East,Corporate,Richmond,2013-07-13,21327.0,13400,9.0,102.0,1.47,11.84,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID21.2165,No,,-3500.0,
Richmond - 2013-07-14,East,Corporate,Richmond,2013-07-14,18700.0,13400,7.0,79.0,0.32,12.7,0.11752242,July In Store Credit Card Signup Discount; Half off with email ID7.809,No,,,
Richmond - 2013-07-15,East,Corporate,Richmond,2013-07-15,22121.0,13400,5.0,66.0,0.55,11.85,0.11752242,July In Store Credit Card Signup Discount; ID13.233,No,,,
Richmond - 2013-07-16,East,Corporate,Richmond,2013-07-16,21916.0,13400,6.0,77.0,0.42,11.36,0.11752242,July In Store Credit Card Signup Discount; ID65.3147,No,,,
Richmond - 2013-07-17,East,Corporate,Richmond,2013-07-17,17153.0,13400,4.0,69.0,0.44,13.08,0.11752242,July In Store Credit Card Signup Discount; ID68.1568,No,,,
Richmond - 2013-07-18,East,Corporate,Richmond,2013-07-18,19435.0,13400,9.0,70.0,1.19,14.39,0.11752242,July In Store Credit Card Signup Discount; ID47.8518,No,,,
Richmond - 2013-07-19,East,Corporate,Richmond,2013-07-19,24031.0,13400,9.0,73.0,0.92,13.29,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID85.8869,No,,,
Richmond - 2013-07-20,East,Corporate,Richmond,2013-07-20,23415.0,13400,11.0,105.0,0.87,10.78,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID135.079,No,,2750.0,
Richmond - 2013-07-21,East,Corporate,Richmond,2013-07-21,21392.0,13400,11.0,83.0,0.48,10.94,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID95.1651,No,,,
Richmond - 2013-07-22,East,Corporate,Richmond,2013-07-22,16639.0,13400,7.0,72.0,0.44,8.34,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID118.3136,No,,,
Richmond - 2013-07-23,East,Corporate,Richmond,2013-07-23,21651.0,13400,9.0,70.0,0.67,6.71,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID94.0114,No,,,
Richmond - 2013-07-24,East,Corporate,Richmond,2013-07-24,22029.0,13400,8.0,70.0,0.32,8.77,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID111.769,No,,,
Richmond - 2013-07-25,East,Corporate,Richmond,2013-07-25,20006.0,13400,10.0,58.0,0.94,9.73,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID56.7032,No,,,
Richmond - 2013-07-26,East,Corporate,Richmond,2013-07-26,22226.0,13400,11.0,74.0,1.26,8.77,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID14.3112,No,,,
Richmond - 2013-07-27,East,Corporate,Richmond,2013-07-27,27100.0,13400,9.0,101.0,0.65,9.1,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID51.1784,No,,-1750.0,
Richmond - 2013-07-28,East,Corporate,Richmond,2013-07-28,21908.0,13400,13.0,58.0,1.03,9.65,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID171.4903,No,,,
Richmond - 2013-07-29,East,Corporate,Richmond,2013-07-29,22206.0,13400,5.0,58.0,0.33,6.68,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID41.2506,No,,,
Richmond - 2013-07-30,East,Corporate,Richmond,2013-07-30,18589.0,13400,6.0,55.0,0.76,9.8,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID90.1113,No,,,
Richmond - 2013-07-31,East,Corporate,Richmond,2013-07-31,16500.0,13400,6.0,64.0,0.76,7.4,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID174.0356,No,,,
Richmond - 2013-08-01,East,Corporate,Richmond,2013-08-01,23034.0,13400,12.0,75.0,0.49,10.67,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID3.3164,No,,,0.02259322
Richmond - 2013-08-02,East,Corporate,Richmond,2013-08-02,19503.0,13400,9.0,72.0,0.8,10.07,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID0.0359,No,,,
Richmond - 2013-08-03,East,Corporate,Richmond,2013-08-03,24573.0,13400,9.0,95.0,0.64,7.14,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID1.4171,No,,-2250.0,
Richmond - 2013-08-04,East,Corporate,Richmond,2013-08-04,21763.0,13400,7.0,85.0,0.31,6.55,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID28.1391,No,,,
Richmond - 2013-08-05,East,Corporate,Richmond,2013-08-05,18817.0,13400,6.0,57.0,0.54,7.18,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.0269,No,,,
Richmond - 2013-08-06,East,Corporate,Richmond,2013-08-06,17052.0,13400,6.0,53.0,0.32,9.2,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID31.4155,No,,,
Richmond - 2013-08-07,East,Corporate,Richmond,2013-08-07,16251.0,13400,6.0,57.0,0.82,7.9,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID54.803,No,,,
Richmond - 2013-08-08,East,Corporate,Richmond,2013-08-08,18796.0,13400,10.0,64.0,0.38,10.79,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID61.8602,No,,,
Richmond - 2013-08-09,East,Corporate,Richmond,2013-08-09,18505.0,13400,15.0,74.0,0.39,15.48,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID0.8304,No,,,
Richmond - 2013-08-10,East,Corporate,Richmond,2013-08-10,21523.0,13400,13.0,96.0,0.83,11.94,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID77.1499,No,,-3750.0,
Richmond - 2013-08-11,East,Corporate,Richmond,2013-08-11,21794.0,13400,10.0,75.0,0.92,13.82,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID69.6147,No,,,
Richmond - 2013-08-12,East,Corporate,Richmond,2013-08-12,18718.0,13400,9.0,55.0,0.34,12.67,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID71.7535,No,,,
Richmond - 2013-08-13,East,Corporate,Richmond,2013-08-13,23851.0,13400,9.0,64.0,0.54,14.07,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID12.6733,No,,,
Richmond - 2013-08-14,East,Corporate,Richmond,2013-08-14,22700.0,13400,7.0,55.0,0.6,8.1,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.3138,No,,,
Richmond - 2013-08-15,East,Corporate,Richmond,2013-08-15,19583.0,13400,10.0,54.0,0.94,11.18,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.1361,No,,,
Richmond - 2013-08-16,East,Corporate,Richmond,2013-08-16,16651.0,13400,10.0,67.0,0.97,8.12,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID51.6209,No,,,
Richmond - 2013-08-17,East,Corporate,Richmond,2013-08-17,21825.0,13400,9.0,98.0,0.9,8.98,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID130.1576,No,,-4000.0,
Richmond - 2013-08-18,East,Corporate,Richmond,2013-08-18,20530.0,13400,8.0,64.0,0.63,9.87,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID37.1451,No,,,
Richmond - 2013-08-19,East,Corporate,Richmond,2013-08-19,17560.0,13400,5.0,55.0,0.23,13.11,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.5685,No,,,
Richmond - 2013-08-20,East,Corporate,Richmond,2013-08-20,15996.0,13400,5.0,48.0,0.54,10.09,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.7852,No,,,
Richmond - 2013-08-21,East,Corporate,Richmond,2013-08-21,19831.0,13400,8.0,60.0,0.55,12.76,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID71.5981,No,,,
Richmond - 2013-08-22,East,Corporate,Richmond,2013-08-22,18023.0,13400,7.0,57.0,0.87,13.66,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID93.8723,No,,,
Richmond - 2013-08-23,East,Corporate,Richmond,2013-08-23,21924.0,13400,10.0,62.0,1.07,10.16,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID101.3164,No,,,
Richmond - 2013-08-24,East,Corporate,Richmond,2013-08-24,20750.0,13400,13.0,95.0,0.99,13.55,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID170.864,No,,750.0,
